file_name,text
17.png,<mark>bar</mark><x><type>quantitative</type><field>Savings(current US$)</field></x><y><type>nominal</type><field>Country</field></y>
18.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>% of total expenditure in secondary public institutions</field></y>
19.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Rating (1=low 6=high)</field></y>
20.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Earning from trade(% of GDP)</field></y>
21.png,<mark>bar</mark><x><type>quantitative</type><field>Expenditure(% of government expenditure on education)</field></x><y><type>nominal</type><field>Education</field></y>
22.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Unemployed Females (% of female labor force)</field></y>
23.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Expenditure(as % of GDP)</field></y>
24.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Value added (current US$)</field></y>
25.png,<mark>bar</mark><x><type>quantitative</type><field>Earning(current US$)</field></x><y><type>nominal</type><field>Merchandise Trading</field></y>
26.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Net enrolment rate(%)</field></y>
27.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Employment (as % of female employment)</field></y>
28.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Earning(%)</field></y>
29.png,<mark>bar</mark><x><type>quantitative</type><field>PPP conversion factor (LCU per international $)</field></x><y><type>nominal</type><field>Country</field></y>
30.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount (in current US$)</field></y>
31.png,<mark>bar</mark><x><type>quantitative</type><field>Amount of goods traded (in US$)</field></x><y><type>nominal</type><field>Country</field></y>
32.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount exported (in US$)</field></y>
33.png,<mark>bar</mark><x><type>nominal</type><field>Currency</field></x><y><type>quantitative</type><field>Income from abroad</field></y>
34.png,<mark>bar</mark><x><type>quantitative</type><field>% of population</field></x><y><type>quantitative</type><field>Year</field></y>
35.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Debt(% of exports of goods services and primary income)</field></y>
36.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Number of refugees</field></y>
37.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Life expectancy(years)</field></y>
38.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Debt(% of exports of goods services and primary income)</field></y>
39.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Savings (current US$)</field></y>
40.png,<mark>bar</mark><x><type>quantitative</type><field>Clean energy produced (as % of total energy)</field></x><y><type>quantitative</type><field>Year</field></y>
41.png,<mark>bar</mark><x><type>quantitative</type><field>CO2 emissions (% of total fuel combustion)</field></x><y><type>nominal</type><field>Country</field></y>
42.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Amount of goods traded (in US$)</field></y>
43.png,<mark>bar</mark><x><type>quantitative</type><field>Mortality Rate(per 1000 female or male adults)</field></x><y><type>quantitative</type><field>Years</field></y>
44.png,<mark>bar</mark><x><type>nominal</type><field>Sectors</field></x><y><type>quantitative</type><field>Employment (as % of female employment)</field></y>
45.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Number of documents required</field></y>
46.png,<mark>bar</mark><x><type>quantitative</type><field>Unemployed females (as % of female labor force ages 15-24)</field></x><y><type>quantitative</type><field>Years</field></y>
47.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Income share held (as % of total income)</field></y>
48.png,<mark>bar</mark><x><type>quantitative</type><field>Value added (in %)</field></x><y><type>nominal</type><field>Country</field></y>
49.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Population growth (in %)</field></y>
50.png,<mark>bar</mark><x><type>quantitative</type><field>Coverage(% of people living with HIV)</field></x><y><type>nominal</type><field>Country</field></y>
51.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Debt(% of exports of goods services and primary income)</field></y>
52.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Full-time workers(% of total employed)</field></y>
53.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Liability (% of GDP)</field></y>
54.png,<mark>bar</mark><x><type>quantitative</type><field>Electric power consumption (kWh per capita)</field></x><y><type>quantitative</type><field>Years</field></y>
55.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Workers(% of total employed)</field></y>
56.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Cost of computers communications and other services (% of commerical service exports)</field></y>
57.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount (in current US$)</field></y>
58.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Income share held (as % of total income)</field></y>
59.png,<mark>bar</mark><x><type>quantitative</type><field>Amount of exports(as % of merchandise exports)</field></x><y><type>quantitative</type><field>Year</field></y>
60.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>% of commercial services imports</field></y>
61.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Payment (in US$)</field></y>
62.png,<mark>bar</mark><x><type>nominal</type><field>Level of education</field></x><y><type>quantitative</type><field>Unemployed and educated female labor force (% of population)</field></y>
63.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Health expenditure (as % of GDP)</field></y>
64.png,<mark>bar</mark><x><type>quantitative</type><field>Working hours per week</field></x><y><type>nominal</type><field>Gender</field></y>
65.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Taxes (in constant 2015 US$)</field></y>
66.png,<mark>bar</mark><x><type>nominal</type><field>Branch/ATM</field></x><y><type>quantitative</type><field>Branches or ATMs(per 100000 adults)</field></y>
67.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Rating index(maximum value in 2004 = 100)</field></y>
68.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Gross intake ratio(%)</field></y>
69.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Aid flow (current US$)</field></y>
70.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>CO2 emissions (% of total fuel combustion)</field></y>
71.png,<mark>bar</mark><x><type>quantitative</type><field>Cost (current US$)</field></x><y><type>quantitative</type><field>Years</field></y>
72.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Emission (in thousand metric tons of CO2 equivalent)</field></y>
73.png,<mark>bar</mark><x><type>quantitative</type><field>Persistence rate to the last grade of primary education (%)</field></x><y><type>nominal</type><field>Sex</field></y>
74.png,<mark>bar</mark><x><type>nominal</type><field>Sectors</field></x><y><type>quantitative</type><field>Employment (as % of male employment)</field></y>
75.png,<mark>bar</mark><x><type>quantitative</type><field>Discrepancy in expenditure estimate of GDP (constant LCU)</field></x><y><type>quantitative</type><field>Years</field></y>
76.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Ratio</field></y>
77.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Total subscribers</field></y>
78.png,<mark>bar</mark><x><type>quantitative</type><field>Imports(as % of merchandise exports)</field></x><y><type>nominal</type><field>Country</field></y>
79.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Percentage of repeaters (%)</field></y>
80.png,<mark>bar</mark><x><type>quantitative</type><field>Revenue generated (in %)</field></x><y><type>nominal</type><field>Types of taxes</field></y>
81.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Number of days</field></y>
82.png,<mark>bar</mark><x><type>quantitative</type><field>Amount of stocks(% of population)</field></x><y><type>quantitative</type><field>Year</field></y>
83.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Unemployed Males (% of male labor force)</field></y>
84.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Score (0=lowest to 100=highest performance)</field></y>
85.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Under 5 mortality rate (per 1000 live births)</field></y>
86.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Unemployed females (as % of female labor force)</field></y>
87.png,<mark>bar</mark><x><type>quantitative</type><field>Mortality rate(per 1000 live births)</field></x><y><type>quantitative</type><field>Years</field></y>
88.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Unemployed females (as % of female labor force)</field></y>
89.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>% of rural population</field></y>
90.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Gross enrolment ratio (%)</field></y>
91.png,<mark>bar</mark><x><type>nominal</type><field>Age group</field></x><y><type>quantitative</type><field>Total Labor Force (in %)</field></y>
92.png,<mark>bar</mark><x><type>quantitative</type><field>Cost (as % of GNI)</field></x><y><type>quantitative</type><field>Years</field></y>
93.png,<mark>bar</mark><x><type>quantitative</type><field>Population (in %)</field></x><y><type>nominal</type><field>Age groups</field></y>
94.png,<mark>bar</mark><x><type>quantitative</type><field>Aid flow from DAC donars (current US$)</field></x><y><type>quantitative</type><field>Year</field></y>
95.png,<mark>bar</mark><x><type>quantitative</type><field>% of total expenditure in public institutions</field></x><y><type>nominal</type><field>Type of expenditure</field></y>
96.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Labor Force (in %)</field></y>
97.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Rating of statistical capacity (0-100)</field></y>
98.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Official exchange rate (LCU per US$ period average)</field></y>
99.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Rate(per 1000 people)</field></y>
100.png,<mark>bar</mark><x><type>quantitative</type><field>Total Labor Force (in %)</field></x><y><type>nominal</type><field>Country</field></y>
101.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Number of flight takeoffs</field></y>
102.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Earning(%)</field></y>
103.png,<mark>bar</mark><x><type>quantitative</type><field>Total reserves (current US$)</field></x><y><type>quantitative</type><field>Years</field></y>
104.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Trained Teachers (% of total teachers)</field></y>
105.png,<mark>bar</mark><x><type>quantitative</type><field>Earning(%)</field></x><y><type>quantitative</type><field>Years</field></y>
106.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of repeaters</field></y>
107.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Children(% of children ages 6-59 months)</field></y>
108.png,<mark>bar</mark><x><type>quantitative</type><field>% of total expenditure in public institutions</field></x><y><type>quantitative</type><field>Year</field></y>
109.png,<mark>bar</mark><x><type>quantitative</type><field>Percentage of repeaters (%)</field></x><y><type>nominal</type><field>Country</field></y>
110.png,<mark>bar</mark><x><type>quantitative</type><field>Trade with economies of South Asia(%)</field></x><y><type>quantitative</type><field>Year</field></y>
111.png,<mark>bar</mark><x><type>quantitative</type><field>Total Labor Force (in %)</field></x><y><type>quantitative</type><field>Years</field></y>
112.png,<mark>bar</mark><x><type>quantitative</type><field>% of firms</field></x><y><type>nominal</type><field>Firms</field></y>
113.png,<mark>bar</mark><x><type>nominal</type><field>Gender</field></x><y><type>quantitative</type><field>Education completion rate(%)</field></y>
114.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Savings (current US$)</field></y>
115.png,<mark>bar</mark><x><type>quantitative</type><field>% of children employment</field></x><y><type>nominal</type><field>Gender</field></y>
116.png,<mark>bar</mark><x><type>quantitative</type><field>Rating of statistical capacity (0-100)</field></x><y><type>nominal</type><field>Categories of statistical system</field></y>
117.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Ratio</field></y>
118.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Number of enrolments of both sexes</field></y>
119.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Total subscribers</field></y>
120.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Twenty-foot Equivalent Units(TEU)</field></y>
121.png,<mark>bar</mark><x><type>quantitative</type><field>Mortality rate(per 1000 live births)</field></x><y><type>quantitative</type><field>Year</field></y>
122.png,<mark>bar</mark><x><type>quantitative</type><field>Net enrolment rate(%)</field></x><y><type>quantitative</type><field>Years</field></y>
123.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount (in current US$)</field></y>
124.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Survival rate(%)</field></y>
125.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Children(% of under-5 population)</field></y>
126.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Aid flow (current US$)</field></y>
127.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Employment (as % of total employment)</field></y>
128.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of births</field></y>
129.png,<mark>bar</mark><x><type>nominal</type><field>Merchandise Trading</field></x><y><type>quantitative</type><field>Earnings(% of total)</field></y>
130.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Total subscribers</field></y>
131.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Trained Teachers (% of total teachers)</field></y>
132.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Area of land (in hectares)</field></y>
133.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Aid flow (current US$)</field></y>
134.png,<mark>bar</mark><x><type>quantitative</type><field>% of total freshwater withdrawal</field></x><y><type>quantitative</type><field>Year</field></y>
135.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Mortality Rate (per 1000 live birth or children)</field></y>
136.png,<mark>bar</mark><x><type>quantitative</type><field>Emissions(kt)</field></x><y><type>quantitative</type><field>Years</field></y>
137.png,<mark>bar</mark><x><type>quantitative</type><field>Employment (as % of female employment)</field></x><y><type>nominal</type><field>Sectors</field></y>
138.png,<mark>bar</mark><x><type>quantitative</type><field>Employment (as % of total employment)</field></x><y><type>nominal</type><field>Country</field></y>
139.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Rating (1=low 6=high)</field></y>
140.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Employers (% of employed population)</field></y>
141.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>% of children under 5 taken to a health provider</field></y>
142.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>BoP (in US$)</field></y>
143.png,<mark>bar</mark><x><type>quantitative</type><field>HIV infected population (in %)</field></x><y><type>nominal</type><field>Country</field></y>
144.png,<mark>bar</mark><x><type>quantitative</type><field>Completion rate(% of total enrollments)</field></x><y><type>quantitative</type><field>Years</field></y>
145.png,<mark>bar</mark><x><type>quantitative</type><field>Amount (in US$)</field></x><y><type>nominal</type><field>Country</field></y>
146.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Time (in days)</field></y>
147.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Cost (as % of GNI)</field></y>
148.png,<mark>bar</mark><x><type>quantitative</type><field>Domestic credit (% of GDP)</field></x><y><type>quantitative</type><field>Year</field></y>
149.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Workers(% of total employed)</field></y>
150.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Unemployed females(% of female labor force ages 15-24)</field></y>
151.png,<mark>bar</mark><x><type>nominal</type><field>Type of fuel</field></x><y><type>quantitative</type><field>Price (US$ per liter)</field></y>
152.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Employment (as % of female employment)</field></y>
153.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Number of children</field></y>
154.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Population (in %)</field></y>
155.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Emissions(in percent)</field></y>
156.png,<mark>bar</mark><x><type>quantitative</type><field>Amount (in US$)</field></x><y><type>nominal</type><field>Country</field></y>
157.png,<mark>bar</mark><x><type>quantitative</type><field>Amount spent (in US$)</field></x><y><type>nominal</type><field>Country</field></y>
158.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Life expectancy(years)</field></y>
159.png,<mark>bar</mark><x><type>quantitative</type><field>Debt(% of exports of goods services and primary income)</field></x><y><type>nominal</type><field>Country</field></y>
160.png,<mark>bar</mark><x><type>nominal</type><field>Types of fuels consumed</field></x><y><type>quantitative</type><field>Emissions(in percent)</field></y>
161.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount (in current US$)</field></y>
162.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Access to electricity (% of population)</field></y>
163.png,<mark>bar</mark><x><type>quantitative</type><field>Branches or ATMs(per 100000 adults)</field></x><y><type>nominal</type><field>Branch/ATM</field></y>
164.png,<mark>bar</mark><x><type>quantitative</type><field>Emissions(in percent)</field></x><y><type>nominal</type><field>Types of fuels consumed</field></y>
165.png,<mark>bar</mark><x><type>quantitative</type><field>Imports (% of total merchandise imports)</field></x><y><type>nominal</type><field>Country</field></y>
166.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Payments (BoP current US$)</field></y>
167.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Score (0=lowest to 100=highest performance)</field></y>
168.png,<mark>bar</mark><x><type>quantitative</type><field>Life expectancy(years)</field></x><y><type>nominal</type><field>Country</field></y>
169.png,<mark>bar</mark><x><type>quantitative</type><field>Income share held (as % of total income)</field></x><y><type>nominal</type><field>Country</field></y>
170.png,<mark>bar</mark><x><type>quantitative</type><field>Armed forces personnel</field></x><y><type>quantitative</type><field>Years</field></y>
171.png,<mark>bar</mark><x><type>quantitative</type><field>Grants(current US$)</field></x><y><type>nominal</type><field>Country</field></y>
172.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Imports</field></y>
173.png,<mark>bar</mark><x><type>quantitative</type><field>Trade with economies of Middle East & North Africa(%)</field></x><y><type>nominal</type><field>Merchandise Trading</field></y>
174.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Percentage of enrolment in primary education (%)</field></y>
175.png,<mark>bar</mark><x><type>quantitative</type><field>Number of teachers</field></x><y><type>nominal</type><field>Education</field></y>
176.png,<mark>bar</mark><x><type>quantitative</type><field>Annual freshwater withdrawals (billion cubic meters)</field></x><y><type>quantitative</type><field>Year</field></y>
177.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Balance of Payment (as % of commercial service imports)</field></y>
178.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Ratio(expressed as %)</field></y>
179.png,<mark>bar</mark><x><type>quantitative</type><field>Electricity production(% of total)</field></x><y><type>nominal</type><field>Country</field></y>
180.png,<mark>bar</mark><x><type>quantitative</type><field>% of households with a female head</field></x><y><type>quantitative</type><field>Year</field></y>
181.png,<mark>bar</mark><x><type>quantitative</type><field>Earning(%)</field></x><y><type>quantitative</type><field>Years</field></y>
182.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Cost (as % of GNI)</field></y>
183.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Population (% of total)</field></y>
184.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Mortality Rate (per 1000 live birth or children)</field></y>
185.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>% of population</field></y>
186.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Value added (% of GDP)</field></y>
187.png,<mark>bar</mark><x><type>quantitative</type><field>Payments (BoP current US$)</field></x><y><type>quantitative</type><field>Years</field></y>
188.png,<mark>bar</mark><x><type>quantitative</type><field>Claims(annual growth as % of broad money)</field></x><y><type>quantitative</type><field>Years</field></y>
189.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Cost (as % of GNI)</field></y>
190.png,<mark>bar</mark><x><type>quantitative</type><field>Employment (as % of male employment)</field></x><y><type>quantitative</type><field>Years</field></y>
191.png,<mark>bar</mark><x><type>quantitative</type><field>Trade with economies of Middle East & North Africa(%)</field></x><y><type>nominal</type><field>Country</field></y>
192.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>LPI(1=low to 5=high)</field></y>
193.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of male economically active children</field></y>
194.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>% of value added in manufacturing</field></y>
195.png,<mark>bar</mark><x><type>nominal</type><field>Merchandise Trading</field></x><y><type>quantitative</type><field>Trade with economies of Sub-Saharan Africa(%)</field></y>
196.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Current account balance (% of GDP)</field></y>
197.png,<mark>bar</mark><x><type>quantitative</type><field>% of children in employment</field></x><y><type>quantitative</type><field>Year</field></y>
198.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Area (% of total land area)</field></y>
199.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Net enrolment rate(%)</field></y>
200.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Expenses (in $)</field></y>
201.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Number of anaemic children (in %)</field></y>
202.png,<mark>bar</mark><x><type>nominal</type><field>Net savings</field></x><y><type>quantitative</type><field>Savings(current US$)</field></y>
203.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Age (in years)</field></y>
204.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Aid flow from DAC donars (current US$)</field></y>
205.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Electricity production(% of total)</field></y>
206.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Unemployed and educated labor force (% of population)</field></y>
207.png,<mark>bar</mark><x><type>nominal</type><field>Type of applicants</field></x><y><type>quantitative</type><field>Number of direct applications</field></y>
208.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Cost(current US$)</field></y>
209.png,<mark>bar</mark><x><type>quantitative</type><field>Official exchange rate (LCU per US$ period average)</field></x><y><type>nominal</type><field>Country</field></y>
210.png,<mark>bar</mark><x><type>quantitative</type><field>Current account balance (current US$)</field></x><y><type>nominal</type><field>Country</field></y>
211.png,<mark>bar</mark><x><type>quantitative</type><field>Net Energy imports(% of energy use)</field></x><y><type>quantitative</type><field>Year</field></y>
212.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Mortality Rate (per 1000 live birth or children)</field></y>
213.png,<mark>bar</mark><x><type>nominal</type><field>Causes of death</field></x><y><type>quantitative</type><field>Number of people died (as % of total)</field></y>
214.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Employment (as % of male employment)</field></y>
215.png,<mark>bar</mark><x><type>quantitative</type><field>% of firms</field></x><y><type>nominal</type><field>Country</field></y>
216.png,<mark>bar</mark><x><type>quantitative</type><field>Unemployed Females (% of female labor force)</field></x><y><type>quantitative</type><field>Years</field></y>
