file_name,text
38.png,<mark>bar</mark><x><type>nominal</type><field>Gender</field></x><y><type>quantitative</type><field>Transition rate(%)</field></y>
39.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of children under 5 who received treatment</field></y>
40.png,<mark>bar</mark><x><type>quantitative</type><field>Amount (in current US$)</field></x><y><type>nominal</type><field>Country</field></y>
41.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Number of neonatal deaths</field></y>
42.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Primary completion rate (% of total enrollments)</field></y>
43.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Amount (in US$)</field></y>
44.png,<mark>bar</mark><x><type>nominal</type><field>Type of applicants</field></x><y><type>quantitative</type><field>Number of direct applications</field></y>
45.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Employment (as % of female employment)</field></y>
46.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount (in US$)</field></y>
47.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Area of land (hectares per person)</field></y>
48.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of reported infant deaths to estimated infant deaths</field></y>
49.png,<mark>bar</mark><x><type>quantitative</type><field>Number of tractors</field></x><y><type>quantitative</type><field>Year</field></y>
50.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of tax revenue</field></y>
51.png,<mark>bar</mark><x><type>quantitative</type><field>Total Labor Force (in %)</field></x><y><type>nominal</type><field>Age group</field></y>
52.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Trade with economies of South Asia(%)</field></y>
53.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Total Labor Force (in %)</field></y>
54.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Net Energy imports(% of energy use)</field></y>
55.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Employment (as % of total employment)</field></y>
56.png,<mark>bar</mark><x><type>nominal</type><field>Resource type</field></x><y><type>quantitative</type><field>Rent(as % of GDP)</field></y>
57.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Part-time male workers(% of males employed)</field></y>
58.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>% of rural population</field></y>
59.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>HIV infected population (in %)</field></y>
60.png,<mark>bar</mark><x><type>nominal</type><field>Merchandise Trading</field></x><y><type>quantitative</type><field>Earnings(% of total)</field></y>
61.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>CO2 emissions (% of total fuel combustion)</field></y>
62.png,<mark>bar</mark><x><type>quantitative</type><field>Cereal Production (hectares)</field></x><y><type>nominal</type><field>Country</field></y>
63.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Aid flow (current US$)</field></y>
64.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Current account balance (% of GDP)</field></y>
65.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field> % of children under 5</field></y>
66.png,<mark>bar</mark><x><type>quantitative</type><field>Women receiving prenatal care (%)</field></x><y><type>quantitative</type><field>Year</field></y>
67.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Female teachers (% of total teachers)</field></y>
68.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Trade (in US$)</field></y>
69.png,<mark>bar</mark><x><type>quantitative</type><field>Electricity production(% of total)</field></x><y><type>nominal</type><field>Country</field></y>
70.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Value added (constant 2005 US$)</field></y>
71.png,<mark>bar</mark><x><type>quantitative</type><field>Amount (in $)</field></x><y><type>nominal</type><field>Country</field></y>
72.png,<mark>bar</mark><x><type>quantitative</type><field>Survival Rate(%)</field></x><y><type>quantitative</type><field>Years</field></y>
73.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Value added (current US$)</field></y>
74.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Rating (1=underdeveloped to 7=well developed)</field></y>
75.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Grants(current US$)</field></y>
76.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Number of applications</field></y>
77.png,<mark>bar</mark><x><type>quantitative</type><field>Aid flow (current US$)</field></x><y><type>nominal</type><field>Country</field></y>
78.png,<mark>bar</mark><x><type>quantitative</type><field>CO2 emissions (% of total fuel combustion)</field></x><y><type>quantitative</type><field>Year</field></y>
79.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Score (0=lowest to 100=highest performance)</field></y>
80.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Number of teachers</field></y>
81.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Cost(current US$)</field></y>
82.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Access to electricity (% of population)</field></y>
83.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Earnings(% of total)</field></y>
84.png,<mark>bar</mark><x><type>quantitative</type><field>Population (in %)</field></x><y><type>nominal</type><field>City/Agglomerations</field></y>
85.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of value added in manufacturing</field></y>
86.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Information index(0=low to 8=high)</field></y>
87.png,<mark>bar</mark><x><type>quantitative</type><field>Amount (in US$)</field></x><y><type>quantitative</type><field>Years</field></y>
88.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Total Labor Force (in %)</field></y>
89.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Number of registrations</field></y>
90.png,<mark>bar</mark><x><type>quantitative</type><field>% of population</field></x><y><type>nominal</type><field>Country</field></y>
91.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Calories (kilocalories per person per day)</field></y>
92.png,<mark>bar</mark><x><type>quantitative</type><field>Balance</field></x><y><type>nominal</type><field>Currency</field></y>
93.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Amount (in current US$)</field></y>
94.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Primary income (current US$)</field></y>
95.png,<mark>bar</mark><x><type>quantitative</type><field>International Reserves (current US$)</field></x><y><type>quantitative</type><field>Year</field></y>
96.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Educated females (as % of female labor force)</field></y>
97.png,<mark>bar</mark><x><type>quantitative</type><field>Literacy rate(%)</field></x><y><type>nominal</type><field>Gender</field></y>
98.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Revenue generated (as % of GDP)</field></y>
99.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of population</field></y>
100.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Aid flow (current US$)</field></y>
101.png,<mark>bar</mark><x><type>quantitative</type><field>Number of procedures to build a warehouse</field></x><y><type>nominal</type><field>Country</field></y>
102.png,<mark>bar</mark><x><type>quantitative</type><field>Unemployment (% of male unemployment)</field></x><y><type>nominal</type><field>Country</field></y>
103.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Net enrolment rate(%)</field></y>
104.png,<mark>bar</mark><x><type>quantitative</type><field>Amount of imports(% of total goods imports)</field></x><y><type>quantitative</type><field>Year</field></y>
105.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Natural gas rent(as % of GDP)</field></y>
106.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Balance of Payment (as % of commercial service imports)</field></y>
107.png,<mark>bar</mark><x><type>quantitative</type><field>Cost (current US$)</field></x><y><type>nominal</type><field>Country</field></y>
108.png,<mark>bar</mark><x><type>quantitative</type><field>Amount of imports(as % of merchandise imports)</field></x><y><type>nominal</type><field>Goods imported</field></y>
109.png,<mark>bar</mark><x><type>quantitative</type><field>Under 5 mortality rate (per 1000 live births)</field></x><y><type>nominal</type><field>Country</field></y>
110.png,<mark>bar</mark><x><type>quantitative</type><field>No. of subscribers (per 100 people)</field></x><y><type>nominal</type><field>Type of subscription</field></y>
111.png,<mark>bar</mark><x><type>quantitative</type><field>Unemployed and educated labor force (% of population)</field></x><y><type>quantitative</type><field>Years</field></y>
112.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Amount spent (in US$)</field></y>
113.png,<mark>bar</mark><x><type>quantitative</type><field>Number of children</field></x><y><type>quantitative</type><field>Years</field></y>
114.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Debt(current US$)</field></y>
115.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Oil Rent (as % of GDP)</field></y>
116.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Number of beds (per 1000 people)</field></y>
117.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Rating (1=low 6=high)</field></y>
118.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Number (per 1000 people)</field></y>
119.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Current account balance (% of GDP)</field></y>
120.png,<mark>bar</mark><x><type>quantitative</type><field>Survival Rate(%)</field></x><y><type>nominal</type><field>Country</field></y>
121.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Debt(% of exports of goods services and primary income)</field></y>
122.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Teachers male (%)</field></y>
123.png,<mark>bar</mark><x><type>quantitative</type><field>Amount (in current US$)</field></x><y><type>quantitative</type><field>Year</field></y>
124.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Amount of energy used(kg of oil equivalent per capita)</field></y>
125.png,<mark>bar</mark><x><type>quantitative</type><field>Emissions(kt)</field></x><y><type>quantitative</type><field>Years</field></y>
126.png,<mark>bar</mark><x><type>nominal</type><field>Sectors</field></x><y><type>quantitative</type><field>Employment (as % of female employment)</field></y>
127.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Total Trade (in US$)</field></y>
128.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Number of days</field></y>
129.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field> Unmet need for contraception(% of married women ages 15-49)</field></y>
130.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Yield kg per hectare</field></y>
131.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Expenditure(as % of GDP)</field></y>
132.png,<mark>bar</mark><x><type>quantitative</type><field>Time (in days)</field></x><y><type>quantitative</type><field>Years</field></y>
133.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Aid flow (current US$)</field></y>
134.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Aid flow (current US$)</field></y>
135.png,<mark>bar</mark><x><type>quantitative</type><field>Population (% of total)</field></x><y><type>quantitative</type><field>Years</field></y>
136.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Personal remittance (current US$)</field></y>
137.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Population (in %)</field></y>
138.png,<mark>bar</mark><x><type>quantitative</type><field>Ratio</field></x><y><type>nominal</type><field>Country</field></y>
139.png,<mark>bar</mark><x><type>quantitative</type><field>Net Disbursements (current US$)</field></x><y><type>nominal</type><field>Members of DAC</field></y>
140.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of poverty lines</field></y>
141.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount (in current US$)</field></y>
142.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Unemployed population (as % of total labor force ages 15-24)</field></y>
143.png,<mark>bar</mark><x><type>quantitative</type><field>% of total expenditure in secondary public institutions</field></x><y><type>nominal</type><field>Type of expenditure</field></y>
144.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Population (in % of total population)</field></y>
145.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>% of GDP</field></y>
146.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Production index(2004-2006)</field></y>
147.png,<mark>bar</mark><x><type>quantitative</type><field>Aid flow from UN agencies (US$)</field></x><y><type>quantitative</type><field>Years</field></y>
148.png,<mark>bar</mark><x><type>quantitative</type><field>Population (in % of total population)</field></x><y><type>nominal</type><field>Country</field></y>
149.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Consumption of fixed capital (as % of GNI)</field></y>
150.png,<mark>bar</mark><x><type>quantitative</type><field>Agriculture value added per worker (constant 2005 US$)</field></x><y><type>quantitative</type><field>Years</field></y>
151.png,<mark>bar</mark><x><type>quantitative</type><field>% of female children in employment</field></x><y><type>nominal</type><field>Type of workers</field></y>
152.png,<mark>bar</mark><x><type>nominal</type><field>Type of population</field></x><y><type>quantitative</type><field>Population growth (in %)</field></y>
153.png,<mark>bar</mark><x><type>quantitative</type><field>Rate(per 1000 people)</field></x><y><type>quantitative</type><field>Year</field></y>
154.png,<mark>bar</mark><x><type>nominal</type><field>Type of aid received</field></x><y><type>quantitative</type><field>Aid received (current US$)</field></y>
155.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Grants(current US$)</field></y>
156.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Earning(%)</field></y>
157.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Unemployed population (as % of total labor force ages 15-24)</field></y>
158.png,<mark>bar</mark><x><type>quantitative</type><field>BoP (in US$)</field></x><y><type>nominal</type><field>Country</field></y>
159.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount(% of total)</field></y>
160.png,<mark>bar</mark><x><type>quantitative</type><field>Net enrolment rate(%)</field></x><y><type>quantitative</type><field>Years</field></y>
161.png,<mark>bar</mark><x><type>quantitative</type><field>Earning from trade(constant 2005 US)</field></x><y><type>nominal</type><field>Country</field></y>
162.png,<mark>bar</mark><x><type>quantitative</type><field>Number of anaemic children (in %)</field></x><y><type>quantitative</type><field>Year</field></y>
163.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Expenses (in $)</field></y>
164.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Internet users (% of population)</field></y>
165.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Exports(as % of merchandise exports)</field></y>
166.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Labor Force (in %)</field></y>
167.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Losses(% of output)</field></y>
168.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Employment to population ratio(%)</field></y>
169.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Adult males (as % of total adults)</field></y>
170.png,<mark>bar</mark><x><type>quantitative</type><field>Number of servers(per 1 million people)</field></x><y><type>quantitative</type><field>Year</field></y>
171.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Mortality Rate(per 1000 female or male adults)</field></y>
172.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Full-time workers(% of total employed)</field></y>
173.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Total Trade (current US$)</field></y>
174.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Debt in Euros(%)</field></y>
175.png,<mark>bar</mark><x><type>quantitative</type><field>Rating (1=low 6=high)</field></x><y><type>quantitative</type><field>Years</field></y>
176.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Annual freshwater withdrawals (% of internal resources)</field></y>
177.png,<mark>bar</mark><x><type>quantitative</type><field>Amount (in current US$)</field></x><y><type>quantitative</type><field>Years</field></y>
178.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>% of women ages 15-49</field></y>
179.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Value added (in %)</field></y>
180.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Agricultural emissions (as % of total)</field></y>
181.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Exports(as % of merchandise exports)</field></y>
182.png,<mark>bar</mark><x><type>quantitative</type><field>Payments (BoP current US$)</field></x><y><type>nominal</type><field>Payments made towards</field></y>
183.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Rating index(maximum value in 2004 = 100)</field></y>
184.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Population (as % of total population)</field></y>
185.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Branches or ATMs(per 100000 adults)</field></y>
186.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Population (as % of total population)</field></y>
187.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount of imports(% of total goods imports)</field></y>
188.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Per cubic meter of total freshwater withdrawal(constant 2005 US$ GDP)</field></y>
189.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Cost of communications computer etc. (% of service imports)</field></y>
190.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount (in current US$)</field></y>
191.png,<mark>bar</mark><x><type>quantitative</type><field>Population (in %)</field></x><y><type>nominal</type><field>Age groups</field></y>
192.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Amount of imports(% of total goods imports)</field></y>
193.png,<mark>bar</mark><x><type>quantitative</type><field>Percentage of repeaters (%)</field></x><y><type>quantitative</type><field>Years</field></y>
194.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Number of deaths</field></y>
195.png,<mark>bar</mark><x><type>quantitative</type><field>Rating (1=low 6=high)</field></x><y><type>quantitative</type><field>Years</field></y>
196.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Number of children</field></y>
197.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Unemployed and educated male labor force (% of population)</field></y>
198.png,<mark>bar</mark><x><type>quantitative</type><field>Domestic credit (% of GDP)</field></x><y><type>quantitative</type><field>Years</field></y>
199.png,<mark>bar</mark><x><type>nominal</type><field>Types of services</field></x><y><type>quantitative</type><field>% of firms</field></y>
200.png,<mark>bar</mark><x><type>quantitative</type><field>Score (0=lowest to 100=highest performance)</field></x><y><type>nominal</type><field>Country</field></y>
201.png,<mark>line</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Labor Force (in %)</field></y>
202.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Population (in %)</field></y>
203.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>Earning(current US$)</field></y>
204.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Number of teachers</field></y>
205.png,<mark>bar</mark><x><type>quantitative</type><field>Number of teachers</field></x><y><type>quantitative</type><field>Years</field></y>
206.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Employment to population ratio(%)</field></y>
207.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>GDP(constant 2005 US)</field></y>
208.png,<mark>bar</mark><x><type>quantitative</type><field>Labor Force (in %)</field></x><y><type>nominal</type><field>Country</field></y>
209.png,<mark>bar</mark><x><type>quantitative</type><field>Exports(as % of merchandise exports)</field></x><y><type>quantitative</type><field>Years</field></y>
210.png,<mark>bar</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>GDP(constant 2005 US)</field></y>
211.png,<mark>point</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Amount spent (in US$)</field></y>
212.png,<mark>line</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Rating (1=low 6=high)</field></y>
213.png,<mark>bar</mark><x><type>quantitative</type><field>CO2 emissions (% of total fuel combustion)</field></x><y><type>quantitative</type><field>Years</field></y>
214.png,<mark>bar</mark><x><type>quantitative</type><field>Unemployed males (as % of male labor force)</field></x><y><type>nominal</type><field>Country</field></y>
215.png,<mark>bar</mark><x><type>quantitative</type><field>Years</field></x><y><type>quantitative</type><field>Rating (1=low 6=high)</field></y>
216.png,<mark>point</mark><x><type>quantitative</type><field>Year</field></x><y><type>quantitative</type><field>% of households with a female head</field></y>
217.png,<mark>bar</mark><x><type>nominal</type><field>Country</field></x><y><type>quantitative</type><field>Unemployed total(% of total labor force ages 15-24)</field></y>
