file_name,text
15.png,"{'data': {'values': [{'Exercise Frequency': 'A', 'Disease Prevalence': 10}, {'Exercise Frequency': 'B', 'Disease Prevalence': 78}, {'Exercise Frequency': 'C', 'Disease Prevalence': 82}, {'Exercise Frequency': 'D', 'Disease Prevalence': 22}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Exercise Frequency', 'type': 'nominal'}, 'y': {'field': 'Disease Prevalence', 'type': 'quantitative'}}}"
16.png,"{'data': {'values': [{'Manufacturing Output': 'A', 'Internet Usage': 32}, {'Manufacturing Output': 'B', 'Internet Usage': 21}, {'Manufacturing Output': 'C', 'Internet Usage': 60}, {'Manufacturing Output': 'D', 'Internet Usage': 49}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Manufacturing Output', 'type': 'nominal'}, 'y': {'field': 'Internet Usage', 'type': 'quantitative'}}}"
17.png,"{'data': {'values': [{'Interquartile Range': 'A', 'Hospital Admissions': 89}, {'Interquartile Range': 'B', 'Hospital Admissions': 72}, {'Interquartile Range': 'C', 'Hospital Admissions': 29}, {'Interquartile Range': 'D', 'Hospital Admissions': 88}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Interquartile Range', 'type': 'nominal'}, 'y': {'field': 'Hospital Admissions', 'type': 'quantitative'}}}"
18.png,"{'data': {'values': [{'Years Of Experience': 'A', 'Bug Reports': 100}, {'Years Of Experience': 'B', 'Bug Reports': 8}, {'Years Of Experience': 'C', 'Bug Reports': 30}, {'Years Of Experience': 'D', 'Bug Reports': 5}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Years Of Experience', 'type': 'nominal'}, 'y': {'field': 'Bug Reports', 'type': 'quantitative'}}}"
19.png,"{'data': {'values': [{'Education Level': 'A', 'Migration Rate': 35}, {'Education Level': 'B', 'Migration Rate': 9}, {'Education Level': 'C', 'Migration Rate': 28}, {'Education Level': 'D', 'Migration Rate': 73}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Education Level', 'type': 'nominal'}, 'y': {'field': 'Migration Rate', 'type': 'quantitative'}}}"
20.png,"{'data': {'values': [{'Sleep Duration': 'A', 'Education Level': 28}, {'Sleep Duration': 'B', 'Education Level': 84}, {'Sleep Duration': 'C', 'Education Level': 64}, {'Sleep Duration': 'D', 'Education Level': 51}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Sleep Duration', 'type': 'nominal'}, 'y': {'field': 'Education Level', 'type': 'quantitative'}}}"
21.png,"{'data': {'values': [{'Disease Prevalence': 'A', 'Debt Level': 19}, {'Disease Prevalence': 'B', 'Debt Level': 34}, {'Disease Prevalence': 'C', 'Debt Level': 18}, {'Disease Prevalence': 'D', 'Debt Level': 32}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Disease Prevalence', 'type': 'nominal'}, 'y': {'field': 'Debt Level', 'type': 'quantitative'}}}"
22.png,"{'data': {'values': [{'Mobile Phone Usage': 'A', 'Consumer Price Index': 69}, {'Mobile Phone Usage': 'B', 'Consumer Price Index': 34}, {'Mobile Phone Usage': 'C', 'Consumer Price Index': 96}, {'Mobile Phone Usage': 'D', 'Consumer Price Index': 75}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Mobile Phone Usage', 'type': 'nominal'}, 'y': {'field': 'Consumer Price Index', 'type': 'quantitative'}}}"
23.png,"{'data': {'values': [{'Housing Prices': 'A', 'Labor Force': 52}, {'Housing Prices': 'B', 'Labor Force': 47}, {'Housing Prices': 'C', 'Labor Force': 29}, {'Housing Prices': 'D', 'Labor Force': 18}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Housing Prices', 'type': 'nominal'}, 'y': {'field': 'Labor Force', 'type': 'quantitative'}}}"
24.png,"{'data': {'values': [{'Trade Balance': 'A', 'Bond Yield': 12}, {'Trade Balance': 'B', 'Bond Yield': 97}, {'Trade Balance': 'C', 'Bond Yield': 7}, {'Trade Balance': 'D', 'Bond Yield': 15}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Trade Balance', 'type': 'nominal'}, 'y': {'field': 'Bond Yield', 'type': 'quantitative'}}}"
25.png,"{'data': {'values': [{'Return Rate': 'A', 'Insurance Premium': 21}, {'Return Rate': 'B', 'Insurance Premium': 88}, {'Return Rate': 'C', 'Insurance Premium': 55}, {'Return Rate': 'D', 'Insurance Premium': 77}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Return Rate', 'type': 'nominal'}, 'y': {'field': 'Insurance Premium', 'type': 'quantitative'}}}"
26.png,"{'data': {'values': [{'Distance': 'A', 'Recycling Rate': 49}, {'Distance': 'B', 'Recycling Rate': 77}, {'Distance': 'C', 'Recycling Rate': 60}, {'Distance': 'D', 'Recycling Rate': 68}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Distance', 'type': 'nominal'}, 'y': {'field': 'Recycling Rate', 'type': 'quantitative'}}}"
27.png,"{'data': {'values': [{'Variance': 'A', 'Wholesale Price': 2}, {'Variance': 'B', 'Wholesale Price': 88}, {'Variance': 'C', 'Wholesale Price': 93}, {'Variance': 'D', 'Wholesale Price': 15}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Variance', 'type': 'nominal'}, 'y': {'field': 'Wholesale Price', 'type': 'quantitative'}}}"
28.png,"{'data': {'values': [{'Exercise Frequency': 'A', 'Manufacturing Output': 97}, {'Exercise Frequency': 'B', 'Manufacturing Output': 35}, {'Exercise Frequency': 'C', 'Manufacturing Output': 99}, {'Exercise Frequency': 'D', 'Manufacturing Output': 83}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Exercise Frequency', 'type': 'nominal'}, 'y': {'field': 'Manufacturing Output', 'type': 'quantitative'}}}"
29.png,"{'data': {'values': [{'Happiness Index': 'A', 'Profit': 38}, {'Happiness Index': 'B', 'Profit': 56}, {'Happiness Index': 'C', 'Profit': 21}, {'Happiness Index': 'D', 'Profit': 59}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Happiness Index', 'type': 'nominal'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
30.png,"{'data': {'values': [{'Age': 'A', 'Screen Time': 93}, {'Age': 'B', 'Screen Time': 34}, {'Age': 'C', 'Screen Time': 65}, {'Age': 'D', 'Screen Time': 98}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Age', 'type': 'nominal'}, 'y': {'field': 'Screen Time', 'type': 'quantitative'}}}"
31.png,"{'data': {'values': [{'Death Rate': 'A', 'Currency Exchange': 14}, {'Death Rate': 'B', 'Currency Exchange': 81}, {'Death Rate': 'C', 'Currency Exchange': 39}, {'Death Rate': 'D', 'Currency Exchange': 82}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Death Rate', 'type': 'nominal'}, 'y': {'field': 'Currency Exchange', 'type': 'quantitative'}}}"
32.png,"{'data': {'values': [{'Currency Exchange': 'A', 'Fuel Consumption': 26}, {'Currency Exchange': 'B', 'Fuel Consumption': 20}, {'Currency Exchange': 'C', 'Fuel Consumption': 48}, {'Currency Exchange': 'D', 'Fuel Consumption': 98}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Currency Exchange', 'type': 'nominal'}, 'y': {'field': 'Fuel Consumption', 'type': 'quantitative'}}}"
33.png,"{'data': {'values': [{'Growth Rate': 'A', 'Retail Sales': 100}, {'Growth Rate': 'B', 'Retail Sales': 68}, {'Growth Rate': 'C', 'Retail Sales': 1}, {'Growth Rate': 'D', 'Retail Sales': 77}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Growth Rate', 'type': 'nominal'}, 'y': {'field': 'Retail Sales', 'type': 'quantitative'}}}"
34.png,"{'data': {'values': [{'Years Of Experience': 'A', 'Stock Price': 3}, {'Years Of Experience': 'B', 'Stock Price': 15}, {'Years Of Experience': 'C', 'Stock Price': 47}, {'Years Of Experience': 'D', 'Stock Price': 40}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Years Of Experience', 'type': 'nominal'}, 'y': {'field': 'Stock Price', 'type': 'quantitative'}}}"
35.png,"{'data': {'values': [{'Mode Income': 'A', 'Speed': 31}, {'Mode Income': 'B', 'Speed': 73}, {'Mode Income': 'C', 'Speed': 11}, {'Mode Income': 'D', 'Speed': 11}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Mode Income', 'type': 'nominal'}, 'y': {'field': 'Speed', 'type': 'quantitative'}}}"
36.png,"{'data': {'values': [{'Internet Usage': 'A', 'Stock Price': 9}, {'Internet Usage': 'B', 'Stock Price': 98}, {'Internet Usage': 'C', 'Stock Price': 69}, {'Internet Usage': 'D', 'Stock Price': 99}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Internet Usage', 'type': 'nominal'}, 'y': {'field': 'Stock Price', 'type': 'quantitative'}}}"
37.png,"{'data': {'values': [{'Expenses': 85}, {'Expenses': 61}, {'Expenses': 71}, {'Expenses': 22}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Expenses', 'type': 'nominal'}, 'y': {'field': 'Expenses', 'type': 'quantitative'}}}"
38.png,"{'data': {'values': [{'Range': 'A', 'Import Volume': 78}, {'Range': 'B', 'Import Volume': 55}, {'Range': 'C', 'Import Volume': 28}, {'Range': 'D', 'Import Volume': 70}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Range', 'type': 'nominal'}, 'y': {'field': 'Import Volume', 'type': 'quantitative'}}}"
39.png,"{'data': {'values': [{'App Downloads': 'A', 'Internet Usage': 89}, {'App Downloads': 'B', 'Internet Usage': 26}, {'App Downloads': 'C', 'Internet Usage': 92}, {'App Downloads': 'D', 'Internet Usage': 40}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'App Downloads', 'type': 'nominal'}, 'y': {'field': 'Internet Usage', 'type': 'quantitative'}}}"
40.png,"{'data': {'values': [{'Migration Rate': 'A', 'Alcohol Consumption': 84}, {'Migration Rate': 'B', 'Alcohol Consumption': 48}, {'Migration Rate': 'C', 'Alcohol Consumption': 57}, {'Migration Rate': 'D', 'Alcohol Consumption': 67}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Migration Rate', 'type': 'nominal'}, 'y': {'field': 'Alcohol Consumption', 'type': 'quantitative'}}}"
41.png,"{'data': {'values': [{'Loan Amount': 'A', 'Revenue': 32}, {'Loan Amount': 'B', 'Revenue': 29}, {'Loan Amount': 'C', 'Revenue': 9}, {'Loan Amount': 'D', 'Revenue': 44}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Loan Amount', 'type': 'nominal'}, 'y': {'field': 'Revenue', 'type': 'quantitative'}}}"
42.png,"{'data': {'values': [{'Height': 'A', 'Participation Rate': 71}, {'Height': 'B', 'Participation Rate': 30}, {'Height': 'C', 'Participation Rate': 76}, {'Height': 'D', 'Participation Rate': 29}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Height', 'type': 'nominal'}, 'y': {'field': 'Participation Rate', 'type': 'quantitative'}}}"
43.png,"{'data': {'values': [{'Age': 'A', 'Population': 91}, {'Age': 'B', 'Population': 81}, {'Age': 'C', 'Population': 8}, {'Age': 'D', 'Population': 30}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Age', 'type': 'nominal'}, 'y': {'field': 'Population', 'type': 'quantitative'}}}"
44.png,"{'data': {'values': [{'Distance': 'A', 'Temperature': 43}, {'Distance': 'B', 'Temperature': 10}, {'Distance': 'C', 'Temperature': 66}, {'Distance': 'D', 'Temperature': 31}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Distance', 'type': 'nominal'}, 'y': {'field': 'Temperature', 'type': 'quantitative'}}}"
45.png,"{'data': {'values': [{'Skewness': 'A', 'Alcohol Consumption': 63}, {'Skewness': 'B', 'Alcohol Consumption': 28}, {'Skewness': 'C', 'Alcohol Consumption': 70}, {'Skewness': 'D', 'Alcohol Consumption': 17}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Skewness', 'type': 'nominal'}, 'y': {'field': 'Alcohol Consumption', 'type': 'quantitative'}}}"
46.png,"{'data': {'values': [{'Screen Time': 'A', 'Job Vacancies': 74}, {'Screen Time': 'B', 'Job Vacancies': 61}, {'Screen Time': 'C', 'Job Vacancies': 32}, {'Screen Time': 'D', 'Job Vacancies': 61}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Screen Time', 'type': 'nominal'}, 'y': {'field': 'Job Vacancies', 'type': 'quantitative'}}}"
47.png,"{'data': {'values': [{'Crime Index': 'A', 'Literacy Rate': 13}, {'Crime Index': 'B', 'Literacy Rate': 13}, {'Crime Index': 'C', 'Literacy Rate': 85}, {'Crime Index': 'D', 'Literacy Rate': 56}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Crime Index', 'type': 'nominal'}, 'y': {'field': 'Literacy Rate', 'type': 'quantitative'}}}"
48.png,"{'data': {'values': [{'Pollution Level': 'A', 'Housing Prices': 53}, {'Pollution Level': 'B', 'Housing Prices': 60}, {'Pollution Level': 'C', 'Housing Prices': 94}, {'Pollution Level': 'D', 'Housing Prices': 7}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Pollution Level', 'type': 'nominal'}, 'y': {'field': 'Housing Prices', 'type': 'quantitative'}}}"
49.png,"{'data': {'values': [{'Smoking Rate': 'A', 'Vaccination Rate': 83}, {'Smoking Rate': 'B', 'Vaccination Rate': 13}, {'Smoking Rate': 'C', 'Vaccination Rate': 8}, {'Smoking Rate': 'D', 'Vaccination Rate': 52}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Smoking Rate', 'type': 'nominal'}, 'y': {'field': 'Vaccination Rate', 'type': 'quantitative'}}}"
50.png,"{'data': {'values': [{'Internet Usage': 'A', 'Happiness Index': 14}, {'Internet Usage': 'B', 'Happiness Index': 32}, {'Internet Usage': 'C', 'Happiness Index': 25}, {'Internet Usage': 'D', 'Happiness Index': 25}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Internet Usage', 'type': 'nominal'}, 'y': {'field': 'Happiness Index', 'type': 'quantitative'}}}"
51.png,"{'data': {'values': [{'Manufacturing Output': 'A', 'Loan Amount': 18}, {'Manufacturing Output': 'B', 'Loan Amount': 55}, {'Manufacturing Output': 'C', 'Loan Amount': 24}, {'Manufacturing Output': 'D', 'Loan Amount': 36}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Manufacturing Output', 'type': 'nominal'}, 'y': {'field': 'Loan Amount', 'type': 'quantitative'}}}"
52.png,"{'data': {'values': [{'Savings Rate': 'A', 'Standard Deviation': 10}, {'Savings Rate': 'B', 'Standard Deviation': 57}, {'Savings Rate': 'C', 'Standard Deviation': 71}, {'Savings Rate': 'D', 'Standard Deviation': 13}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Savings Rate', 'type': 'nominal'}, 'y': {'field': 'Standard Deviation', 'type': 'quantitative'}}}"
53.png,"{'data': {'values': [{'Time': 'A', 'Vaccination Rate': 70}, {'Time': 'B', 'Vaccination Rate': 2}, {'Time': 'C', 'Vaccination Rate': 12}, {'Time': 'D', 'Vaccination Rate': 97}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Time', 'type': 'nominal'}, 'y': {'field': 'Vaccination Rate', 'type': 'quantitative'}}}"
54.png,"{'data': {'values': [{'Mode Income': 'A', 'Birth Rate': 53}, {'Mode Income': 'B', 'Birth Rate': 63}, {'Mode Income': 'C', 'Birth Rate': 62}, {'Mode Income': 'D', 'Birth Rate': 28}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Mode Income', 'type': 'nominal'}, 'y': {'field': 'Birth Rate', 'type': 'quantitative'}}}"
55.png,"{'data': {'values': [{'Migration Rate': 'A', 'Speed': 22}, {'Migration Rate': 'B', 'Speed': 49}, {'Migration Rate': 'C', 'Speed': 1}, {'Migration Rate': 'D', 'Speed': 50}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Migration Rate', 'type': 'nominal'}, 'y': {'field': 'Speed', 'type': 'quantitative'}}}"
56.png,"{'data': {'values': [{'Range': 'A', 'Debt Level': 37}, {'Range': 'B', 'Debt Level': 55}, {'Range': 'C', 'Debt Level': 90}, {'Range': 'D', 'Debt Level': 94}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Range', 'type': 'nominal'}, 'y': {'field': 'Debt Level', 'type': 'quantitative'}}}"
57.png,"{'data': {'values': [{'Consumer Price Index': 'A', 'Drug Use': 92}, {'Consumer Price Index': 'B', 'Drug Use': 63}, {'Consumer Price Index': 'C', 'Drug Use': 20}, {'Consumer Price Index': 'D', 'Drug Use': 25}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Consumer Price Index', 'type': 'nominal'}, 'y': {'field': 'Drug Use', 'type': 'quantitative'}}}"
58.png,"{'data': {'values': [{'Median Age': 'A', 'Life Expectancy': 8}, {'Median Age': 'B', 'Life Expectancy': 75}, {'Median Age': 'C', 'Life Expectancy': 95}, {'Median Age': 'D', 'Life Expectancy': 70}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Median Age', 'type': 'nominal'}, 'y': {'field': 'Life Expectancy', 'type': 'quantitative'}}}"
59.png,"{'data': {'values': [{'Speed': 'A', 'Mobile Phone Usage': 41}, {'Speed': 'B', 'Mobile Phone Usage': 8}, {'Speed': 'C', 'Mobile Phone Usage': 7}, {'Speed': 'D', 'Mobile Phone Usage': 75}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Speed', 'type': 'nominal'}, 'y': {'field': 'Mobile Phone Usage', 'type': 'quantitative'}}}"
60.png,"{'data': {'values': [{'Dividends': 'A', 'Currency Exchange': 68}, {'Dividends': 'B', 'Currency Exchange': 21}, {'Dividends': 'C', 'Currency Exchange': 8}, {'Dividends': 'D', 'Currency Exchange': 66}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Dividends', 'type': 'nominal'}, 'y': {'field': 'Currency Exchange', 'type': 'quantitative'}}}"
61.png,"{'data': {'values': [{'GDP': 'A', 'Crime Rate': 9}, {'GDP': 'B', 'Crime Rate': 77}, {'GDP': 'C', 'Crime Rate': 9}, {'GDP': 'D', 'Crime Rate': 87}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'GDP', 'type': 'nominal'}, 'y': {'field': 'Crime Rate', 'type': 'quantitative'}}}"
62.png,"{'data': {'values': [{'Mode Income': 'A', 'Migration Rate': 16}, {'Mode Income': 'B', 'Migration Rate': 73}, {'Mode Income': 'C', 'Migration Rate': 32}, {'Mode Income': 'D', 'Migration Rate': 75}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Mode Income', 'type': 'nominal'}, 'y': {'field': 'Migration Rate', 'type': 'quantitative'}}}"
63.png,"{'data': {'values': [{'Commute Time': 'A', 'Pressure': 80}, {'Commute Time': 'B', 'Pressure': 11}, {'Commute Time': 'C', 'Pressure': 54}, {'Commute Time': 'D', 'Pressure': 85}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Commute Time', 'type': 'nominal'}, 'y': {'field': 'Pressure', 'type': 'quantitative'}}}"
64.png,"{'data': {'values': [{'Labor Force': 'A', 'Producer Price Index': 67}, {'Labor Force': 'B', 'Producer Price Index': 41}, {'Labor Force': 'C', 'Producer Price Index': 34}, {'Labor Force': 'D', 'Producer Price Index': 27}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Labor Force', 'type': 'nominal'}, 'y': {'field': 'Producer Price Index', 'type': 'quantitative'}}}"
65.png,"{'data': {'values': [{'Alcohol Consumption': 'A', 'Sleep Duration': 41}, {'Alcohol Consumption': 'B', 'Sleep Duration': 31}, {'Alcohol Consumption': 'C', 'Sleep Duration': 34}, {'Alcohol Consumption': 'D', 'Sleep Duration': 51}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Alcohol Consumption', 'type': 'nominal'}, 'y': {'field': 'Sleep Duration', 'type': 'quantitative'}}}"
66.png,"{'data': {'values': [{'Expenses': 'A', 'Alcohol Consumption': 83}, {'Expenses': 'B', 'Alcohol Consumption': 39}, {'Expenses': 'C', 'Alcohol Consumption': 59}, {'Expenses': 'D', 'Alcohol Consumption': 41}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Expenses', 'type': 'nominal'}, 'y': {'field': 'Alcohol Consumption', 'type': 'quantitative'}}}"
67.png,"{'data': {'values': [{'App Downloads': 'A', 'Population': 2}, {'App Downloads': 'B', 'Population': 59}, {'App Downloads': 'C', 'Population': 80}, {'App Downloads': 'D', 'Population': 73}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'App Downloads', 'type': 'nominal'}, 'y': {'field': 'Population', 'type': 'quantitative'}}}"
68.png,"{'data': {'values': [{'Unemployment': 'A', 'Population': 69}, {'Unemployment': 'B', 'Population': 28}, {'Unemployment': 'C', 'Population': 65}, {'Unemployment': 'D', 'Population': 34}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Unemployment', 'type': 'nominal'}, 'y': {'field': 'Population', 'type': 'quantitative'}}}"
69.png,"{'data': {'values': [{'Expenses': 'A', 'Health Index': 9}, {'Expenses': 'B', 'Health Index': 32}, {'Expenses': 'C', 'Health Index': 48}, {'Expenses': 'D', 'Health Index': 37}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Expenses', 'type': 'nominal'}, 'y': {'field': 'Health Index', 'type': 'quantitative'}}}"
70.png,"{'data': {'values': [{'Growth Rate': 'A', 'Mortgage Rates': 70}, {'Growth Rate': 'B', 'Mortgage Rates': 91}, {'Growth Rate': 'C', 'Mortgage Rates': 39}, {'Growth Rate': 'D', 'Mortgage Rates': 79}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Growth Rate', 'type': 'nominal'}, 'y': {'field': 'Mortgage Rates', 'type': 'quantitative'}}}"
71.png,"{'data': {'values': [{'Vaccination Rate': 'A', 'Import Volume': 2}, {'Vaccination Rate': 'B', 'Import Volume': 86}, {'Vaccination Rate': 'C', 'Import Volume': 71}, {'Vaccination Rate': 'D', 'Import Volume': 39}]}, 'mark': 'bar', 'encoding': {'x': {'field': 'Vaccination Rate', 'type': 'nominal'}, 'y': {'field': 'Import Volume', 'type': 'quantitative'}}}"
